State,Month,MajorEligibilityGroup,CountEnrolled,DQUnusable
Tennessee,201810,Adult,"325,135",
Tennessee,201810,Aged,"137,541",
Tennessee,201810,Persons with disabilities,"262,848",
Tennessee,201810,COVID newly-eligible,0,
Tennessee,201810,Unknown,0,
Tennessee,201811,Children,"809,224",
Tennessee,201811,Adult expansion group,0,
Tennessee,201811,Adult,"325,959",
Tennessee,201811,Aged,"137,987",
Tennessee,201811,Persons with disabilities,"262,747",
Tennessee,201811,COVID newly-eligible,0,
Tennessee,201811,Unknown,0,
Tennessee,201812,Children,"819,149",
Tennessee,201812,Adult expansion group,0,
Tennessee,201812,Adult,"330,665",
Tennessee,201812,Aged,"138,248",
Tennessee,201812,Persons with disabilities,"262,297",
Tennessee,201812,COVID newly-eligible,0,
Tennessee,201812,Unknown,0,
Tennessee,201901,Children,"828,631",
Tennessee,201901,Adult expansion group,0,
Tennessee,201901,Adult,"334,993",
Tennessee,201901,Aged,"138,403",
Tennessee,201901,Persons with disabilities,"262,184",
Tennessee,201901,COVID newly-eligible,0,
Tennessee,201901,Unknown,0,
Tennessee,201902,Children,"834,652",
Tennessee,201902,Adult expansion group,0,
Tennessee,201902,Adult,"338,027",
Tennessee,201902,Aged,"138,728",
Tennessee,201902,Persons with disabilities,"262,121",
Tennessee,201902,COVID newly-eligible,0,
Tennessee,201902,Unknown,0,
Tennessee,201903,Children,"841,443",
Tennessee,201903,Adult expansion group,0,
Tennessee,201903,Adult,"342,617",
Tennessee,201903,Aged,"138,980",
Tennessee,201903,Persons with disabilities,"262,129",
Tennessee,201903,COVID newly-eligible,0,
Tennessee,201903,Unknown,0,
Tennessee,201904,Children,"849,203",
Tennessee,201904,Adult expansion group,0,
Tennessee,201904,Adult,"346,279",
Tennessee,201904,Aged,"139,259",
Tennessee,201904,Persons with disabilities,"262,210",
Tennessee,201904,COVID newly-eligible,0,
Tennessee,201904,Unknown,0,
Tennessee,201905,Children,"856,470",
Tennessee,201905,Adult expansion group,0,
Tennessee,201905,Adult,"349,958",
Tennessee,201905,Aged,"139,317",
Tennessee,201905,Persons with disabilities,"262,010",
Tennessee,201905,COVID newly-eligible,0,
Tennessee,201905,Unknown,0,
Tennessee,201906,Children,"863,389",
Tennessee,201906,Adult expansion group,0,
Tennessee,201906,Adult,"352,602",
Tennessee,201906,Aged,"139,642",
Tennessee,201906,Persons with disabilities,"260,168",
Tennessee,201906,COVID newly-eligible,0,
Tennessee,201906,Unknown,0,
Tennessee,201907,Children,"868,795",
Tennessee,201907,Adult expansion group,0,
Tennessee,201907,Adult,"355,063",
Tennessee,201907,Aged,"140,157",
Tennessee,201907,Persons with disabilities,"259,863",
Tennessee,201907,COVID newly-eligible,0,
Tennessee,201907,Unknown,0,
Tennessee,201908,Children,"873,643",
Tennessee,201908,Adult expansion group,0,
Tennessee,201908,Adult,"354,885",
Tennessee,201908,Aged,"139,716",
Tennessee,201908,Persons with disabilities,"255,971",
Tennessee,201908,COVID newly-eligible,0,
Tennessee,201908,Unknown,0,
Tennessee,201909,Children,"875,052",
Tennessee,201909,Adult expansion group,0,
Tennessee,201909,Adult,"354,715",
Tennessee,201909,Aged,"140,042",
Tennessee,201909,Persons with disabilities,"255,454",
Tennessee,201909,COVID newly-eligible,0,
Tennessee,201909,Unknown,0,
Tennessee,201910,Children,"870,993",
Tennessee,201910,Adult expansion group,0,
Tennessee,201910,Adult,"352,124",
Tennessee,201910,Aged,"139,649",
Tennessee,201910,Persons with disabilities,"254,870",
Tennessee,201910,COVID newly-eligible,0,
Tennessee,201910,Unknown,0,
Tennessee,201911,Children,"870,000",
Tennessee,201911,Adult expansion group,0,
Tennessee,201911,Adult,"350,631",
Tennessee,201911,Aged,"139,309",
Tennessee,201911,Persons with disabilities,"253,838",
Tennessee,201911,COVID newly-eligible,0,
Tennessee,201911,Unknown,0,
Tennessee,201912,Children,"869,235",
Tennessee,201912,Adult expansion group,0,
Tennessee,201912,Adult,"349,228",
Tennessee,201912,Aged,"138,257",
Tennessee,201912,Persons with disabilities,"252,826",
Tennessee,201912,COVID newly-eligible,0,
Tennessee,201912,Unknown,0,
Tennessee,202001,Children,"875,895",
Tennessee,202001,Adult expansion group,0,
Tennessee,202001,Adult,"351,859",
Tennessee,202001,Aged,"138,438",
Tennessee,202001,Persons with disabilities,"253,254",
Tennessee,202001,COVID newly-eligible,0,
Tennessee,202001,Unknown,0,
Tennessee,202002,Children,"873,211",
Tennessee,202002,Adult expansion group,0,
Tennessee,202002,Adult,"350,342",
Tennessee,202002,Aged,"138,882",
Tennessee,202002,Persons with disabilities,"252,835",
Tennessee,202002,COVID newly-eligible,0,
Tennessee,202002,Unknown,0,
Tennessee,202003,Children,"868,897",
Tennessee,202003,Adult expansion group,0,
Tennessee,202003,Adult,"347,584",
Tennessee,202003,Aged,"138,913",
Tennessee,202003,Persons with disabilities,"252,055",
Tennessee,202003,COVID newly-eligible,0,
Tennessee,202003,Unknown,0,
Tennessee,202004,Children,"861,088",
Tennessee,202004,Adult expansion group,0,
Tennessee,202004,Adult,"345,318",
Tennessee,202004,Aged,"138,668",
Tennessee,202004,Persons with disabilities,"251,632",
Tennessee,202004,COVID newly-eligible,0,
Tennessee,202004,Unknown,0,
Tennessee,202005,Children,"868,342",
Tennessee,202005,Adult expansion group,0,
Tennessee,202005,Adult,"349,812",
Tennessee,202005,Aged,"139,365",
Tennessee,202005,Persons with disabilities,"251,891",
Tennessee,202005,COVID newly-eligible,0,
Tennessee,202005,Unknown,0,
Tennessee,202006,Children,"877,508",
Tennessee,202006,Adult expansion group,0,
Tennessee,202006,Adult,"354,902",
Tennessee,202006,Aged,"140,023",
Tennessee,202006,Persons with disabilities,"252,273",
Tennessee,202006,COVID newly-eligible,0,
Tennessee,202006,Unknown,0,
Tennessee,202007,Children,"887,138",
Tennessee,202007,Adult expansion group,0,
Tennessee,202007,Adult,"360,077",
Tennessee,202007,Aged,"140,785",
Tennessee,202007,Persons with disabilities,"252,560",
Tennessee,202007,COVID newly-eligible,0,
Tennessee,202007,Unknown,0,
Tennessee,202008,Children,"896,276",
Tennessee,202008,Adult expansion group,0,
Tennessee,202008,Adult,"365,250",
Tennessee,202008,Aged,"141,488",
Tennessee,202008,Persons with disabilities,"252,482",
Tennessee,202008,COVID newly-eligible,0,
Tennessee,202008,Unknown,0,
Tennessee,202009,Children,"904,223",
Tennessee,202009,Adult expansion group,0,
Tennessee,202009,Adult,"370,004",
Tennessee,202009,Aged,"142,038",
Tennessee,202009,Persons with disabilities,"252,382",
Tennessee,202009,COVID newly-eligible,0,
Tennessee,202009,Unknown,0,
Tennessee,202010,Children,"911,109",
Tennessee,202010,Adult expansion group,0,
Tennessee,202010,Adult,"374,216",
Tennessee,202010,Aged,"142,779",
Tennessee,202010,Persons with disabilities,"252,730",
Tennessee,202010,COVID newly-eligible,0,
Tennessee,202010,Unknown,0,
Tennessee,202011,Children,"918,123",
Tennessee,202011,Adult expansion group,0,
Tennessee,202011,Adult,"378,787",
Tennessee,202011,Aged,"142,983",
Tennessee,202011,Persons with disabilities,"252,778",
Tennessee,202011,COVID newly-eligible,0,
Tennessee,202011,Unknown,0,
Tennessee,202012,Children,"925,021",
Tennessee,202012,Adult expansion group,0,
Tennessee,202012,Adult,"383,467",
Tennessee,202012,Aged,"143,180",
Tennessee,202012,Persons with disabilities,"252,647",
Tennessee,202012,COVID newly-eligible,0,
Tennessee,202012,Unknown,0,
Texas,201601,Children,"3,397,387",
Texas,201601,Adult expansion group,0,
Texas,201601,Adult,"261,474",
Texas,201601,Aged,"450,850",
Texas,201601,Persons with disabilities,"700,018",
Texas,201601,COVID newly-eligible,0,
Texas,201601,Unknown,13,
Texas,201602,Children,"3,402,853",
Texas,201602,Adult expansion group,0,
Texas,201602,Adult,"262,691",
Texas,201602,Aged,"451,587",
Texas,201602,Persons with disabilities,"700,877",
Texas,201602,COVID newly-eligible,0,
Texas,201602,Unknown,13,
Texas,201603,Children,"3,404,181",
Texas,201603,Adult expansion group,0,
Texas,201603,Adult,"262,821",
Texas,201603,Aged,"452,032",
Texas,201603,Persons with disabilities,"700,328",
Texas,201603,COVID newly-eligible,0,
Texas,201603,Unknown,12,
Texas,201604,Children,"3,390,429",
Texas,201604,Adult expansion group,0,
Texas,201604,Adult,"263,204",
Texas,201604,Aged,"452,048",
Texas,201604,Persons with disabilities,"699,007",
Texas,201604,COVID newly-eligible,0,
Texas,201604,Unknown,12,
Texas,201605,Children,"3,394,225",
Texas,201605,Adult expansion group,0,
Texas,201605,Adult,"265,592",
Texas,201605,Aged,"452,505",
Texas,201605,Persons with disabilities,"698,803",
Texas,201605,COVID newly-eligible,0,
Texas,201605,Unknown,12,
Texas,201606,Children,"3,402,037",
Texas,201606,Adult expansion group,0,
Texas,201606,Adult,"265,225",
Texas,201606,Aged,"452,116",
Texas,201606,Persons with disabilities,"697,407",
Texas,201606,COVID newly-eligible,0,
Texas,201606,Unknown,12,
Texas,201607,Children,"3,403,700",
Texas,201607,Adult expansion group,0,
Texas,201607,Adult,"266,034",
Texas,201607,Aged,"453,948",
Texas,201607,Persons with disabilities,"696,959",
Texas,201607,COVID newly-eligible,0,
Texas,201607,Unknown,11,
Texas,201608,Children,"3,428,065",
Texas,201608,Adult expansion group,0,
Texas,201608,Adult,"270,528",
Texas,201608,Aged,"455,959",
Texas,201608,Persons with disabilities,"697,522",
Texas,201608,COVID newly-eligible,0,
Texas,201608,Unknown,11,
Texas,201609,Children,"3,438,099",
Texas,201609,Adult expansion group,0,
Texas,201609,Adult,"270,062",
Texas,201609,Aged,"457,889",
Texas,201609,Persons with disabilities,"695,536",
Texas,201609,COVID newly-eligible,0,
Texas,201609,Unknown,DS,
Texas,201610,Children,"3,445,014",
Texas,201610,Adult expansion group,0,
Texas,201610,Adult,"270,110",
Texas,201610,Aged,"459,793",
Texas,201610,Persons with disabilities,"695,933",
Texas,201610,COVID newly-eligible,0,
Texas,201610,Unknown,DS,
Texas,201611,Children,"3,448,516",
Texas,201611,Adult expansion group,0,
Texas,201611,Adult,"266,801",
Texas,201611,Aged,"461,842",
Texas,201611,Persons with disabilities,"695,231",
Texas,201611,COVID newly-eligible,0,
Texas,201611,Unknown,DS,
Texas,201612,Children,"3,451,676",
Texas,201612,Adult expansion group,0,
Texas,201612,Adult,"263,747",
Texas,201612,Aged,"461,600",
Texas,201612,Persons with disabilities,"691,666",
Texas,201612,COVID newly-eligible,0,
Texas,201612,Unknown,DS,
Texas,201701,Children,"3,461,458",
Texas,201701,Adult expansion group,0,
Texas,201701,Adult,"267,381",
Texas,201701,Aged,"462,628",
Texas,201701,Persons with disabilities,"692,634",
Texas,201701,COVID newly-eligible,0,
Texas,201701,Unknown,DS,
Texas,201702,Children,"3,456,371",
Texas,201702,Adult expansion group,0,
Texas,201702,Adult,"265,897",
Texas,201702,Aged,"462,520",
Texas,201702,Persons with disabilities,"692,183",
Texas,201702,COVID newly-eligible,0,
Texas,201702,Unknown,DS,
Texas,201703,Children,"3,447,377",
Texas,201703,Adult expansion group,0,
Texas,201703,Adult,"266,296",
Texas,201703,Aged,"463,349",
Texas,201703,Persons with disabilities,"690,567",
Texas,201703,COVID newly-eligible,0,
Texas,201703,Unknown,DS,
Texas,201704,Children,"3,425,549",
Texas,201704,Adult expansion group,0,
Texas,201704,Adult,"265,508",
Texas,201704,Aged,"464,432",
Texas,201704,Persons with disabilities,"691,591",
Texas,201704,COVID newly-eligible,0,
Texas,201704,Unknown,DS,
Texas,201705,Children,"3,424,307",
Texas,201705,Adult expansion group,0,
Texas,201705,Adult,"268,741",
Texas,201705,Aged,"465,589",
Texas,201705,Persons with disabilities,"691,158",
Texas,201705,COVID newly-eligible,0,
Texas,201705,Unknown,DS,
Texas,201706,Children,"3,420,188",
Texas,201706,Adult expansion group,0,
Texas,201706,Adult,"268,061",
Texas,201706,Aged,"466,499",
Texas,201706,Persons with disabilities,"689,553",
Texas,201706,COVID newly-eligible,0,
Texas,201706,Unknown,14,
Texas,201707,Children,"3,419,025",
Texas,201707,Adult expansion group,0,
Texas,201707,Adult,"270,735",
Texas,201707,Aged,"468,487",
Texas,201707,Persons with disabilities,"690,598",
Texas,201707,COVID newly-eligible,0,
Texas,201707,Unknown,15,
Texas,201708,Children,"3,427,291",
Texas,201708,Adult expansion group,0,
Texas,201708,Adult,"271,225",
Texas,201708,Aged,"470,074",
Texas,201708,Persons with disabilities,"690,116",
Texas,201708,COVID newly-eligible,0,
Texas,201708,Unknown,14,
Texas,201709,Children,"3,443,112",
Texas,201709,Adult expansion group,0,
Texas,201709,Adult,"270,199",
Texas,201709,Aged,"471,263",
Texas,201709,Persons with disabilities,"688,642",
Texas,201709,COVID newly-eligible,0,
Texas,201709,Unknown,20,
Texas,201710,Children,"3,457,315",
Texas,201710,Adult expansion group,0,
Texas,201710,Adult,"270,677",
Texas,201710,Aged,"472,806",
Texas,201710,Persons with disabilities,"689,113",
Texas,201710,COVID newly-eligible,0,
Texas,201710,Unknown,23,
Texas,201711,Children,"3,465,391",
Texas,201711,Adult expansion group,0,
Texas,201711,Adult,"267,565",
Texas,201711,Aged,"473,750",
Texas,201711,Persons with disabilities,"688,110",
Texas,201711,COVID newly-eligible,0,
Texas,201711,Unknown,23,
Texas,201712,Children,"3,466,608",
Texas,201712,Adult expansion group,0,
Texas,201712,Adult,"263,863",
Texas,201712,Aged,"474,408",
Texas,201712,Persons with disabilities,"685,882",
Texas,201712,COVID newly-eligible,0,
Texas,201712,Unknown,25,
Texas,201801,Children,"3,453,765",
Texas,201801,Adult expansion group,0,
Texas,201801,Adult,"267,345",
Texas,201801,Aged,"475,675",
Texas,201801,Persons with disabilities,"687,041",
Texas,201801,COVID newly-eligible,0,
Texas,201801,Unknown,28,
Texas,201802,Children,"3,435,836",
Texas,201802,Adult expansion group,0,
Texas,201802,Adult,"265,098",
Texas,201802,Aged,"474,193",
Texas,201802,Persons with disabilities,"685,849",
Texas,201802,COVID newly-eligible,0,
Texas,201802,Unknown,28,
Texas,201803,Children,"3,423,069",
Texas,201803,Adult expansion group,0,
Texas,201803,Adult,"263,402",
Texas,201803,Aged,"473,812",
Texas,201803,Persons with disabilities,"683,458",
Texas,201803,COVID newly-eligible,0,
Texas,201803,Unknown,25,
Texas,201804,Children,"3,403,464",
Texas,201804,Adult expansion group,0,
Texas,201804,Adult,"264,095",
Texas,201804,Aged,"473,983",
Texas,201804,Persons with disabilities,"683,607",
Texas,201804,COVID newly-eligible,0,
Texas,201804,Unknown,24,
Texas,201805,Children,"3,390,797",
Texas,201805,Adult expansion group,0,
Texas,201805,Adult,"264,068",
Texas,201805,Aged,"474,546",
Texas,201805,Persons with disabilities,"681,935",
Texas,201805,COVID newly-eligible,0,
Texas,201805,Unknown,27,
Texas,201806,Children,"3,372,279",
Texas,201806,Adult expansion group,0,
Texas,201806,Adult,"262,304",
Texas,201806,Aged,"474,910",
Texas,201806,Persons with disabilities,"679,901",
Texas,201806,COVID newly-eligible,0,
Texas,201806,Unknown,24,
Texas,201807,Children,"3,369,227",
Texas,201807,Adult expansion group,0,
Texas,201807,Adult,"264,372",
Texas,201807,Aged,"477,248",
Texas,201807,Persons with disabilities,"680,481",
Texas,201807,COVID newly-eligible,0,
Texas,201807,Unknown,22,
Texas,201808,Children,"3,369,944",
Texas,201808,Adult expansion group,0,
Texas,201808,Adult,"264,251",
Texas,201808,Aged,"478,931",
Texas,201808,Persons with disabilities,"678,253",
Texas,201808,COVID newly-eligible,0,
Texas,201808,Unknown,23,
Texas,201809,Children,"3,363,443",
Texas,201809,Adult expansion group,0,
Texas,201809,Adult,"262,069",
Texas,201809,Aged,"480,183",
Texas,201809,Persons with disabilities,"677,881",
Texas,201809,COVID newly-eligible,0,
Texas,201809,Unknown,24,
Texas,201810,Children,"3,356,705",
Texas,201810,Adult expansion group,0,
Texas,201810,Adult,"262,082",
Texas,201810,Aged,"481,833",
Texas,201810,Persons with disabilities,"676,299",
Texas,201810,COVID newly-eligible,0,
Texas,201810,Unknown,25,
Texas,201811,Children,"3,342,348",
Texas,201811,Adult expansion group,0,
Texas,201811,Adult,"257,410",
Texas,201811,Aged,"482,411",
Texas,201811,Persons with disabilities,"672,815",
Texas,201811,COVID newly-eligible,0,
Texas,201811,Unknown,26,
Texas,201812,Children,"3,330,706",
Texas,201812,Adult expansion group,0,
Texas,201812,Adult,"252,802",
Texas,201812,Aged,"482,372",
Texas,201812,Persons with disabilities,"671,491",
Texas,201812,COVID newly-eligible,0,
Texas,201812,Unknown,26,
Texas,201901,Children,"3,327,320",
Texas,201901,Adult expansion group,0,
Texas,201901,Adult,"256,107",
Texas,201901,Aged,"484,486",
Texas,201901,Persons with disabilities,"671,533",
Texas,201901,COVID newly-eligible,0,
Texas,201901,Unknown,28,
Texas,201902,Children,"3,311,823",
Texas,201902,Adult expansion group,0,
Texas,201902,Adult,"254,022",
Texas,201902,Aged,"484,765",
Texas,201902,Persons with disabilities,"670,662",
Texas,201902,COVID newly-eligible,0,
Texas,201902,Unknown,29,
Texas,201903,Children,"3,302,555",
Texas,201903,Adult expansion group,0,
Texas,201903,Adult,"253,609",
Texas,201903,Aged,"484,773",
Texas,201903,Persons with disabilities,"668,524",
Texas,201903,COVID newly-eligible,0,
Texas,201903,Unknown,34,
Texas,201904,Children,"3,267,434",
Texas,201904,Adult expansion group,0,
Texas,201904,Adult,"250,760",
Texas,201904,Aged,"484,464",
Texas,201904,Persons with disabilities,"668,081",
Texas,201904,COVID newly-eligible,0,
Texas,201904,Unknown,60,
Texas,201905,Children,"3,249,877",
Texas,201905,Adult expansion group,0,
Texas,201905,Adult,"250,596",
Texas,201905,Aged,"484,363",
Texas,201905,Persons with disabilities,"665,478",
Texas,201905,COVID newly-eligible,0,
Texas,201905,Unknown,105,
Texas,201906,Children,"3,245,348",
Texas,201906,Adult expansion group,0,
Texas,201906,Adult,"251,229",
Texas,201906,Aged,"484,978",
Texas,201906,Persons with disabilities,"665,867",
Texas,201906,COVID newly-eligible,0,
Texas,201906,Unknown,167,
Texas,201907,Children,"3,256,363",
Texas,201907,Adult expansion group,0,
Texas,201907,Adult,"255,522",
Texas,201907,Aged,"487,394",
Texas,201907,Persons with disabilities,"665,530",
Texas,201907,COVID newly-eligible,0,
Texas,201907,Unknown,273,
Texas,201908,Children,"3,260,737",
Texas,201908,Adult expansion group,0,
Texas,201908,Adult,"255,241",
Texas,201908,Aged,"488,177",
Texas,201908,Persons with disabilities,"662,846",
Texas,201908,COVID newly-eligible,0,
Texas,201908,Unknown,587,
Texas,201909,Children,"3,258,047",
Texas,201909,Adult expansion group,0,
Texas,201909,Adult,"254,862",
Texas,201909,Aged,"489,621",
Texas,201909,Persons with disabilities,"662,212",
Texas,201909,COVID newly-eligible,0,
Texas,201909,Unknown,484,
Texas,201910,Children,"3,258,149",
Texas,201910,Adult expansion group,0,
Texas,201910,Adult,"254,446",
Texas,201910,Aged,"492,030",
Texas,201910,Persons with disabilities,"660,931",
Texas,201910,COVID newly-eligible,0,
Texas,201910,Unknown,20,
Texas,201911,Children,"3,239,450",
Texas,201911,Adult expansion group,0,
Texas,201911,Adult,"247,789",
Texas,201911,Aged,"491,768",
Texas,201911,Persons with disabilities,"657,905",
Texas,201911,COVID newly-eligible,0,
Texas,201911,Unknown,15,
Texas,201912,Children,"3,234,903",
Texas,201912,Adult expansion group,0,
Texas,201912,Adult,"247,173",
Texas,201912,Aged,"491,979",
Texas,201912,Persons with disabilities,"656,475",
Texas,201912,COVID newly-eligible,0,
Texas,201912,Unknown,19,
Texas,202001,Children,"3,241,978",
Texas,202001,Adult expansion group,0,
Texas,202001,Adult,"250,817",
Texas,202001,Aged,"494,650",
Texas,202001,Persons with disabilities,"658,603",
Texas,202001,COVID newly-eligible,0,
Texas,202001,Unknown,DS,
Texas,202002,Children,"3,257,355",
Texas,202002,Adult expansion group,0,
Texas,202002,Adult,"518,980",
Texas,202002,Aged,"495,050",
Texas,202002,Persons with disabilities,"657,225",
Texas,202002,COVID newly-eligible,0,
Texas,202002,Unknown,"2,589",
Texas,202003,Children,"3,259,825",
Texas,202003,Adult expansion group,0,
Texas,202003,Adult,"524,895",
Texas,202003,Aged,"495,691",
Texas,202003,Persons with disabilities,"655,854",
Texas,202003,COVID newly-eligible,0,
Texas,202003,Unknown,"2,534",
Texas,202004,Children,"3,342,346",
Texas,202004,Adult expansion group,0,
Texas,202004,Adult,"563,554",
Texas,202004,Aged,"499,318",
Texas,202004,Persons with disabilities,"659,805",
Texas,202004,COVID newly-eligible,0,
Texas,202004,Unknown,"2,728",
Texas,202005,Children,"3,401,901",
Texas,202005,Adult expansion group,0,
Texas,202005,Adult,"588,719",
Texas,202005,Aged,"501,509",
Texas,202005,Persons with disabilities,"662,009",
Texas,202005,COVID newly-eligible,0,
Texas,202005,Unknown,"2,889",
Texas,202006,Children,"3,455,106",
Texas,202006,Adult expansion group,0,
Texas,202006,Adult,"613,034",
Texas,202006,Aged,"503,103",
Texas,202006,Persons with disabilities,"663,810",
Texas,202006,COVID newly-eligible,0,
Texas,202006,Unknown,"3,101",
Texas,202007,Children,"3,503,213",
Texas,202007,Adult expansion group,0,
Texas,202007,Adult,"635,701",
Texas,202007,Aged,"504,753",
Texas,202007,Persons with disabilities,"664,646",
Texas,202007,COVID newly-eligible,0,
Texas,202007,Unknown,"2,438",
Texas,202008,Children,"3,550,373",
Texas,202008,Adult expansion group,0,
Texas,202008,Adult,"658,607",
Texas,202008,Aged,"504,080",
Texas,202008,Persons with disabilities,"664,725",
Texas,202008,COVID newly-eligible,0,
Texas,202008,Unknown,"1,438",
Texas,202009,Children,"3,589,051",
Texas,202009,Adult expansion group,0,
Texas,202009,Adult,"678,839",
Texas,202009,Aged,"504,242",
Texas,202009,Persons with disabilities,"664,651",
Texas,202009,COVID newly-eligible,0,
Texas,202009,Unknown,DS,
Texas,202010,Children,"3,631,560",
Texas,202010,Adult expansion group,0,
Texas,202010,Adult,"701,616",
Texas,202010,Aged,"505,254",
Texas,202010,Persons with disabilities,"664,606",
Texas,202010,COVID newly-eligible,0,
Texas,202010,Unknown,226,
Texas,202011,Children,"3,670,314",
Texas,202011,Adult expansion group,0,
Texas,202011,Adult,"721,839",
Texas,202011,Aged,"506,123",
Texas,202011,Persons with disabilities,"664,589",
Texas,202011,COVID newly-eligible,0,
Texas,202011,Unknown,225,
Texas,202012,Children,"3,702,977",
Texas,202012,Adult expansion group,0,
Texas,202012,Adult,"740,678",
Texas,202012,Aged,"506,539",
Texas,202012,Persons with disabilities,"664,094",
Texas,202012,COVID newly-eligible,0,
Texas,202012,Unknown,201,
Utah,201601,Children,"217,399",
Utah,201601,Adult expansion group,0,
Utah,201601,Adult,"60,264",
Utah,201601,Aged,"15,303",
Utah,201601,Persons with disabilities,"43,112",
Utah,201601,COVID newly-eligible,0,
Utah,201601,Unknown,0,
Utah,201602,Children,"217,796",
Utah,201602,Adult expansion group,0,
Utah,201602,Adult,"59,904",
Utah,201602,Aged,"15,356",
Utah,201602,Persons with disabilities,"43,217",
Utah,201602,COVID newly-eligible,0,
Utah,201602,Unknown,0,
Utah,201603,Children,"218,670",
Utah,201603,Adult expansion group,0,
Utah,201603,Adult,"60,096",
Utah,201603,Aged,"15,449",
Utah,201603,Persons with disabilities,"43,346",
Utah,201603,COVID newly-eligible,0,
Utah,201603,Unknown,0,
Utah,201604,Children,"218,004",
Utah,201604,Adult expansion group,0,
Utah,201604,Adult,"59,516",
Utah,201604,Aged,"15,465",
Utah,201604,Persons with disabilities,"43,261",
Utah,201604,COVID newly-eligible,0,
Utah,201604,Unknown,0,
Utah,201605,Children,"217,696",
Utah,201605,Adult expansion group,0,
Utah,201605,Adult,"59,068",
Utah,201605,Aged,"15,489",
Utah,201605,Persons with disabilities,"43,267",
Utah,201605,COVID newly-eligible,0,
Utah,201605,Unknown,0,
Utah,201606,Children,"216,843",
Utah,201606,Adult expansion group,0,
Utah,201606,Adult,"58,130",
Utah,201606,Aged,"15,546",
Utah,201606,Persons with disabilities,"43,214",
Utah,201606,COVID newly-eligible,0,
Utah,201606,Unknown,0,
Utah,201607,Children,"216,243",
Utah,201607,Adult expansion group,0,
Utah,201607,Adult,"57,459",
Utah,201607,Aged,"15,646",
Utah,201607,Persons with disabilities,"43,100",
Utah,201607,COVID newly-eligible,0,
Utah,201607,Unknown,0,
Utah,201608,Children,"217,025",
Utah,201608,Adult expansion group,0,
Utah,201608,Adult,"57,342",
Utah,201608,Aged,"15,753",
Utah,201608,Persons with disabilities,"43,217",
Utah,201608,COVID newly-eligible,0,
Utah,201608,Unknown,0,
Utah,201609,Children,"216,555",
Utah,201609,Adult expansion group,0,
Utah,201609,Adult,"56,880",
Utah,201609,Aged,"15,785",
Utah,201609,Persons with disabilities,"43,194",
Utah,201609,COVID newly-eligible,0,
Utah,201609,Unknown,0,
Utah,201610,Children,"215,517",
Utah,201610,Adult expansion group,0,
Utah,201610,Adult,"56,164",
Utah,201610,Aged,"15,842",
Utah,201610,Persons with disabilities,"43,207",
Utah,201610,COVID newly-eligible,0,
Utah,201610,Unknown,0,
Utah,201611,Children,"214,893",
Utah,201611,Adult expansion group,0,
Utah,201611,Adult,"55,433",
Utah,201611,Aged,"15,922",
Utah,201611,Persons with disabilities,"43,351",
Utah,201611,COVID newly-eligible,0,
Utah,201611,Unknown,0,
Utah,201612,Children,"214,418",
Utah,201612,Adult expansion group,0,
Utah,201612,Adult,"54,767",
Utah,201612,Aged,"15,938",
Utah,201612,Persons with disabilities,"43,396",
Utah,201612,COVID newly-eligible,0,
Utah,201612,Unknown,0,
Utah,201701,Children,"215,327",
Utah,201701,Adult expansion group,0,
Utah,201701,Adult,"54,910",
Utah,201701,Aged,"16,028",
Utah,201701,Persons with disabilities,"42,813",
Utah,201701,COVID newly-eligible,0,
Utah,201701,Unknown,DS,
Utah,201702,Children,"214,669",
Utah,201702,Adult expansion group,0,
Utah,201702,Adult,"54,448",
Utah,201702,Aged,"16,003",
Utah,201702,Persons with disabilities,"42,735",
Utah,201702,COVID newly-eligible,0,
Utah,201702,Unknown,DS,
Utah,201703,Children,"214,300",
Utah,201703,Adult expansion group,0,
Utah,201703,Adult,"53,988",
Utah,201703,Aged,"16,130",
Utah,201703,Persons with disabilities,"42,763",
Utah,201703,COVID newly-eligible,0,
Utah,201703,Unknown,DS,
Utah,201704,Children,"213,104",
Utah,201704,Adult expansion group,0,
Utah,201704,Adult,"53,222",
Utah,201704,Aged,"16,159",
Utah,201704,Persons with disabilities,"42,683",
Utah,201704,COVID newly-eligible,0,
Utah,201704,Unknown,DS,
Utah,201705,Children,"212,403",
Utah,201705,Adult expansion group,0,
Utah,201705,Adult,"52,786",
Utah,201705,Aged,"16,211",
Utah,201705,Persons with disabilities,"42,725",
Utah,201705,COVID newly-eligible,0,
Utah,201705,Unknown,DS,
Utah,201706,Children,"211,518",
Utah,201706,Adult expansion group,0,
Utah,201706,Adult,"52,136",
Utah,201706,Aged,"16,219",
Utah,201706,Persons with disabilities,"42,738",
Utah,201706,COVID newly-eligible,0,
Utah,201706,Unknown,DS,
Utah,201707,Children,"209,883",
Utah,201707,Adult expansion group,0,
Utah,201707,Adult,"51,312",
Utah,201707,Aged,"16,283",
Utah,201707,Persons with disabilities,"42,828",
Utah,201707,COVID newly-eligible,0,
Utah,201707,Unknown,DS,
Utah,201708,Children,"210,748",
Utah,201708,Adult expansion group,0,
Utah,201708,Adult,"54,568",
Utah,201708,Aged,"16,422",
Utah,201708,Persons with disabilities,"43,014",
Utah,201708,COVID newly-eligible,0,
Utah,201708,Unknown,DS,
Utah,201709,Children,"209,184",
Utah,201709,Adult expansion group,0,
Utah,201709,Adult,"53,986",
Utah,201709,Aged,"16,463",
Utah,201709,Persons with disabilities,"42,866",
